# Single SKU Max Power Table
# |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  | |             HT80 MCS 0 ~ 9  | 
ch110 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch112 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch116 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch118 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch120 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch122 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch124 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch126 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch128 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch132 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch134 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch136 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch140 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19

# End of Single SKU Table
