Ch92 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch96 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch100 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch104 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch108 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch112 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch116 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch120 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch124 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch128 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch132 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch136 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch140 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch144 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch149 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch153 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch157 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch161 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch165 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch169 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch173 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch177 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
Ch101 16  16  16  16 16 16 16  16  16  16 16 16 15 15  15  15  15 15 15 15 15  15  15  15 15 15 10 10  10  10  10 10 10 0 0 0
