# Single SKU Max Power Table
# |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  | |             HT80 MCS 0 ~ 9  | 
ch104 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch106 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch108 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch110 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch112 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch116 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch118 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch120 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch122 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch124 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch126 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch128 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch132 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch134 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch136 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18
ch140 21 21 21 21 21 21 20 20 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 18 18 18 18 18

# End of Single SKU Table
